,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,token,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
417,2020-10-21 00:00:07+00:00,,en,,,5397,49006,"We must Guard and Protect Our Republic.
The cause of freedom is not the cause of a race or sect, a party or a class, it is the cause of humankind....Anna Cooper",,1295733176376135680,2020-08-18 14:45:26+00:00,False,False,,4,166,False,,695,True,GLJ,,GLJ02497614,False,F5F8FA,http://pbs.twimg.com/profile_images/1337851025928171525/NNQcf6iM_normal.jpg,,1318703576785571841,0,False,Twitter for Android,False,0,"['We', 'MUST', 'get', 'Putin', 'Trump', 'OUT']",We,MUST,get,Putin,Trump,OUT,,,,,,,,,,,,,,,,,,
418,2020-10-21 00:00:07+00:00,,en,,,116798,123224,"Cycling Pop Travel Holidays Born florida, love sport, dancing, eating out, happy people",Universal ,885929817438400512,2017-07-14 18:31:43+00:00,False,False,,3,4376,False,,5002,True,garymane,,johns3334,False,F5F8FA,http://pbs.twimg.com/profile_images/885947044891959297/uhCo-CBC_normal.jpg,,1318703576760393731,0,False,Twitter for Android,False,8612,"['BREAKING', 'A', 'new', 'photograph', 'emerged', 'Democratic', 'presidential', 'nominee', 'Joe', 'Biden', 'posing', 'Hunter', 'Biden', 'and']",BREAKING,A,new,photograph,emerged,Democratic,presidential,nominee,Joe,Biden,posing,Hunter,Biden,and,,,,,,,,,,
419,2020-10-21 00:00:07+00:00,,en,,,78736,29241,Husband and father working to make this a more equitable world for my family and yours. #Vaccinated #RESIST #StrongerTogether #BLM #LGBTQ+,"CT, USA",926595571,2012-11-05 01:33:04+00:00,False,False,,2,1136,False,,1548,True,JF Gehre,,jfgehre,False,C0DEED,http://pbs.twimg.com/profile_images/1352399220347699200/YsISCMj6_normal.jpg,,1318703576835817472,0,False,Twitter for iPad,False,2385,"['BREAKING', 'Trump', 'walked', '60', 'Minutes', 'interview', 'Lesley', 'Stahl', 'hes', 'coward', 'Just', 'like', 'said', 'm']",BREAKING,Trump,walked,60,Minutes,interview,Lesley,Stahl,hes,coward,Just,like,said,m,,,,,,,,,,
420,2020-10-21 00:00:07+00:00,,en,,,76720,53586,Amature videographer. political junkie westie lover,,175240544,2010-08-06 02:05:11+00:00,False,False,,4,216,False,,342,True,Teresa Donoghue,,geeztreas,True,C0DEED,http://pbs.twimg.com/profile_images/738120878760792064/NEci8czK_normal.jpg,,1318703576869445634,0,False,Twitter for iPhone,False,1320,"['I', '1', '133', 'million', 'Americans', 'preexisting', 'condition', 'We', 'need', 'Without', 'him', 'I', 'could', 'lose', 'everything', 'M']",I,1,133,million,Americans,preexisting,condition,We,need,Without,him,I,could,lose,everything,M,,,,,,,,
421,2020-10-21 00:00:07+00:00,,en,,,1110,1518,"Lately trending towards more updating. Still think Twitter is kinda pointless, but at least pointless and entertaining now.",Nagoya,22066400,2009-02-26 21:40:59+00:00,False,False,,2,181,False,,289,False,Willie Taylor,,scrying,True,EDECE9,http://pbs.twimg.com/profile_images/1120938098957807616/2bGzBq2l_normal.png,,1318703576810545152,2,False,Twitter Web App,False,0,"['legit', 'loled']",legit,loled,,,,,,,,,,,,,,,,,,,,,,
422,2020-10-21 00:00:07+00:00,,en,,,6362,15009,My letter to all Sheriffs incl links to my papers & documentary *The Case For A New Nuremberg*👇❤🤍💙///@Race2SFuture 🚀🌟https://t.co/ndf4vUev48,,180032251,2010-08-18 17:44:16+00:00,False,False,https://t.co/mP0cRHTAvU,0,401,False,,612,False,Alison Bacon,,ninjitalia,True,0D0C0D,http://pbs.twimg.com/profile_images/1316097505382129665/LoZV_sIA_normal.jpg,,1318703576743489536,0,False,Twitter for Android,False,1,"['Left', 'pushes', 'pseudoscience', 'fascist', 'covid', 'cult', 'Bs', 'science', 'top', 'ppl', 'know']",Left,pushes,pseudoscience,fascist,covid,cult,Bs,science,top,ppl,know,,,,,,,,,,,,,
423,2020-10-21 00:00:07+00:00,,en,,,17770,7534,,,30441254,2009-04-11 12:41:04+00:00,False,False,,4,78,False,,261,True,Rick Mason,,bubbleup01,True,C0DEED,http://pbs.twimg.com/profile_images/378800000557035865/ba744f30db48c273a0d76108c1aaeb08_normal.jpeg,,1318703576835891201,0,False,Twitter for Android,False,0,"['Agree', 'lead', 'sick', 'Trump', 'Biden', 'grifting', 'children']",Agree,lead,sick,Trump,Biden,grifting,children,,,,,,,,,,,,,,,,,
424,2020-10-21 00:00:07+00:00,,en,,,4729,28786,,,1291904284536328194,2020-08-08 01:09:30+00:00,False,False,,0,147,False,,252,True,Pam Baldridge,,baldridge_pam,False,F5F8FA,http://pbs.twimg.com/profile_images/1291904771104870401/mysrpuE0_normal.jpg,,1318703576844304384,0,False,Twitter for iPhone,False,421,"['Having', 'fun', 'campaigning']",Having,fun,campaigning,,,,,,,,,,,,,,,,,,,,,
425,2020-10-21 00:00:07+00:00,,en,,,91089,35374,"Retired Professional Engineer,
Sports - Nebraska, Minnesota Twins, Dallas Mavericks/Stars. Original South Dakotan.","Texas, USA",3287005358,2015-07-22 01:25:45+00:00,False,False,,0,655,False,,1114,True,Scott,,brobry18,True,C0DEED,http://pbs.twimg.com/profile_images/1312956047779389441/uZr4_2_F_normal.jpg,,1318703576827502593,0,False,Twitter for Android,False,1832,"['Nice', 'try', 'deflection', 'But', 'everyone', 'knows', 'CCP', 'supporting', 'Biden', 'everyone', 'knows', 'why']",Nice,try,deflection,But,everyone,knows,CCP,supporting,Biden,everyone,knows,why,,,,,,,,,,,,
426,2020-10-21 00:00:07+00:00,,en,,,74363,30012,,,368704447,2011-09-06 02:44:26+00:00,False,False,,0,54,False,,892,True,SPG,,spg644,False,C0DEED,http://pbs.twimg.com/profile_images/1088926899366182914/X8P-8itM_normal.jpg,,1318703576756199424,0,False,Twitter for iPhone,False,11,"['If', 'report', 'story', 'must', 'also', 'per', 'Modern', 'Rules', 'Journalism', 'refer', 'Hunter', 'Bidens', 'MacBook', 'Pro', '6']",If,report,story,must,also,per,Modern,Rules,Journalism,refer,Hunter,Bidens,MacBook,Pro,6,,,,,,,,,
427,2020-10-21 00:00:07+00:00,,en,,,24237,37047,"Mets, Browns, libertarian, and logic. Always happy to have a debate. 
I don't use gendered pronouns, I use sex pronouns.
 follow me also @JB_Lobster",,1174134036119375875,2019-09-18 01:32:37+00:00,False,False,,0,61,False,,103,True,Bomo,,MosheKeller,False,F5F8FA,http://pbs.twimg.com/profile_images/1281412040180076545/CtktCN48_normal.png,,1318703576919703565,0,False,Twitter Web App,False,34,"['Trump', 'I', 'Might', 'Post', 'Full', 'Stahl', 'Interview', 'So', 'You', 'Can', 'See', 'How', 'Biased', 'It', 'Was']",Trump,I,Might,Post,Full,Stahl,Interview,So,You,Can,See,How,Biased,It,Was,,,,,,,,,
428,2020-10-21 00:00:07+00:00,,en,,,19268,5794,,,3136701974,2015-04-03 16:48:00+00:00,False,False,,0,15,False,,214,True,Coco Lola,,CocoLolaXOXO,False,C0DEED,http://pbs.twimg.com/profile_images/1194652652631724037/2JTdkLHO_normal.jpg,,1318703576915628033,0,False,Twitter for iPhone,False,1958,"['Trump', 'always', 'transparent', 'sick', 'strategy', 'slamming', 'press', 'Ironically', 'admitted', 'Leslie', 'S']",Trump,always,transparent,sick,strategy,slamming,press,Ironically,admitted,Leslie,S,,,,,,,,,,,,,
429,2020-10-21 00:00:07+00:00,,en,,,10548,10910,Founder/CEO of Enfranchisement Productions | Fmr @FunnyOrDie @ObamaWhiteHouse | Senior Advisor @taaforg | Board @TheSecondCity | Co-Founder of @RUNAAPI | #LGM,Washington D.C.,16548742,2008-10-01 19:25:40+00:00,True,False,https://t.co/1rVEYbSaVC,65,8349,False,,2149,False,Brad Jenkins,,bradjenkins,True,000000,http://pbs.twimg.com/profile_images/1395171837240303620/PLB_LXm5_normal.jpg,,1318703576924016647,0,False,Twitter for iPhone,False,5,"['Power', 'people', 'Time', 'people', 'take', 'power', '', 'UNITE']",Power,people,Time,people,take,power,,UNITE,,,,,,,,,,,,,,,,
430,2020-10-21 00:00:07+00:00,,en,,,81359,60105,Medic. Texan. Patriot. #Trump2020,"Texas, USA",1150384909040701440,2019-07-14 12:41:50+00:00,False,False,,0,225,False,,514,True,JP 🇺🇸,,PatriotMedicTX,False,F5F8FA,http://pbs.twimg.com/profile_images/1306127994960969728/pmkTV2-x_normal.jpg,,1318703577003663360,0,False,Twitter for iPhone,False,4239,"['BREAKING', 'Hunter', 'Biden', 'associate', 'Bevan', 'Cooney', 'reportedly', 'walked', 'federal', 'facility', 'serving', 'time']",BREAKING,Hunter,Biden,associate,Bevan,Cooney,reportedly,walked,federal,facility,serving,time,,,,,,,,,,,,
431,2020-10-21 00:00:07+00:00,,en,,,68074,23329,"Wife, Mother, Grammie, Sister, Daughter & adoptive Momma to many. Prolife Constitutional Conservative, Libertarian minded lover of free speech, markets & people",USA,116019859,2010-02-20 21:05:03+00:00,False,False,,0,303,False,,302,False,🇺🇸MAGA AND AGAIN 🇺🇸 2024,,TamaraAnnsAngel,False,000000,http://pbs.twimg.com/profile_images/1027745429121839104/LoMu1jQV_normal.jpg,,1318703577041350656,0,False,Twitter for iPhone,False,523,"['Democrat', 'Rep', 'Adam', 'Schiff', 'got', 'caught', 'lying', 'again', 'He', 'falsely', 'claimed', 'evidence', 'Joe', 'Bidens', 'corruption', 'Russian', 'd']",Democrat,Rep,Adam,Schiff,got,caught,lying,again,He,falsely,claimed,evidence,Joe,Bidens,corruption,Russian,d,,,,,,,
432,2020-10-21 00:00:07+00:00,,en,,,272,4999,"wife,mother,daughter,sister,aunt....","columbia, missouri",247254789,2011-02-04 12:25:09+00:00,False,False,,7,125,False,,622,True,Jennifer Houston,,jennlynnhouston,False,C0DEED,http://pbs.twimg.com/profile_images/561013915983691777/S--0zJBq_normal.jpeg,,1318703576940765185,0,False,Twitter for iPhone,False,11448,"['Ive', 'written', '13', 'tweets', 'deleted', 'I', 'dont', 'know', 'say', 'What', 'say', 'this', 'How', 'reckon', 'bei']",Ive,written,13,tweets,deleted,I,dont,know,say,What,say,this,How,reckon,bei,,,,,,,,,
433,2020-10-21 00:00:07+00:00,,en,,,35,52,Attacking the average in you and helping you become legendary. Wednesdays 4 pm est on spreaker and facebook.  #LifeCoach #Leadership #Podcast,"Harrisburg, PA ",1300554282652110849,2020-08-31 22:01:28+00:00,False,False,https://t.co/B3xg4XzgRP,0,7,False,,5,True,Fighting Failure with Sarge Podcast,,AttackAverage01,False,F5F8FA,http://pbs.twimg.com/profile_images/1306660148954439680/cNb6nG1z_normal.jpg,,1318703576823308288,0,False,Spreaker,False,0,"['', 'LIVE', 'PODCAST', 'Depth', 'Of', 'Perspective', 'Season', '2', 'Episode', '1', 'VOTE', '365broadcasting', 'depthofperspective']",,LIVE,PODCAST,Depth,Of,Perspective,Season,2,Episode,1,VOTE,365broadcasting,depthofperspective,,,,,,,,,,,
434,2020-10-21 00:00:07+00:00,,en,,,165668,8804,"Graphics Specialist, cat mom😸, ❤️🎵, Huge fan of human decency & kindness. Progressive Dem w/ Zero tolerance for Trump & cult. #BLM #Ally #Resist #UHC","Phoenix, AZ",883719186584932352,2017-07-08 16:07:27+00:00,False,False,,1,3684,False,,3777,True,Linda Plathe 🌵,,LindaPlathe,True,F5F8FA,http://pbs.twimg.com/profile_images/927600320271736832/rKhVgPBH_normal.jpg,,1318703577053851650,0,False,Twitter for iPhone,False,11652,"['Because', 'TrumpHatesSeniors', 'fleeing', 'droves', 'support', 'Joe', 'Biden', 'instead', 'Can', 'please', 'get', '1000', 'QUICK', 'ret']",Because,TrumpHatesSeniors,fleeing,droves,support,Joe,Biden,instead,Can,please,get,1000,QUICK,ret,,,,,,,,,,
435,2020-10-21 00:00:07+00:00,,en,,,41964,28238,,,64160351,2009-08-09 11:50:24+00:00,False,False,,6,263,False,,371,True,Marilyn McDowell,,mareme86,True,C0DEED,http://pbs.twimg.com/profile_images/1562724993/facebook_pic_normal.jpg,,1318703577112641536,0,False,Twitter for iPhone,False,22090,"['If', 'FBI', 'laptop', 'along', 'let', 'Nancy', 'Pelosi', 'Democrats', 'impeach', 'litera']",If,FBI,laptop,along,let,Nancy,Pelosi,Democrats,impeach,litera,,,,,,,,,,,,,,
436,2020-10-21 00:00:07+00:00,,en,,,533893,84876,"Mom of 3 boys, two with autism, Huge Disney fan!",USA,14605358,2008-04-30 20:23:26+00:00,False,False,,6,5053,False,,4834,False,Laurie,,WaltsPrincesss,True,0099B9,http://pbs.twimg.com/profile_images/344513261571324462/79aa645e9c36d48328d33643ec45bdf3_normal.jpeg,,1318703577066577920,0,False,Twitter for Android,False,2088,"['BOMBSHELL', 'Facebook', 'insider', 'reveals', 'internal', 'employee', 'discussions', 'Facebook', 'employees', 'want', 'Trump', 'lose', 'If', 'mea']",BOMBSHELL,Facebook,insider,reveals,internal,employee,discussions,Facebook,employees,want,Trump,lose,If,mea,,,,,,,,,,
437,2020-10-21 00:00:07+00:00,,en,,,2633,3054,,,789342055,2012-08-29 13:25:27+00:00,False,False,,0,18,False,,58,True,SC,,BDFFL19,True,C0DEED,http://pbs.twimg.com/profile_images/3566494845/79db164fba4e21aa138a14c81522fd67_normal.jpeg,,1318703577137860608,0,False,Twitter for iPhone,False,0,"['Was', 'Biden', 'asked', 'tough', 'question', '', 'Which', 'one', '']",Was,Biden,asked,tough,question,,Which,one,,,,,,,,,,,,,,,,
438,2020-10-21 00:00:07+00:00,,en,,,33879,9695,Trying to fight the good fight!,"Overland Park, KS",15843642,2008-08-13 22:55:56+00:00,False,False,https://t.co/ePpz6gIPIM,2,166,False,,966,False,JoanBowen,,JoanBowen,True,E8F8FB,http://pbs.twimg.com/profile_images/1345178803765727234/iOd1PbG1_normal.jpg,,1318703577095950340,0,False,Twitter for iPhone,False,2903,"['That', 'criminal', 'And', 'heartbreaking']",That,criminal,And,heartbreaking,,,,,,,,,,,,,,,,,,,,
439,2020-10-21 00:00:07+00:00,,en,,,71673,166846,,,811003609567600640,2016-12-20 00:21:43+00:00,False,False,,5,2478,False,,3817,True,AndSoItBegins,,ItsOverNowOk,False,F5F8FA,http://pbs.twimg.com/profile_images/1418310305260740616/SbNnrp-9_normal.jpg,,1318703577238482944,0,False,Twitter for iPhone,False,89,"['More', '50', 'former', 'intelligence', 'officials', 'served', 'presidents', 'parties', 'say', 'recent', 'Hunter', 'Biden', 'smear']",More,50,former,intelligence,officials,served,presidents,parties,say,recent,Hunter,Biden,smear,,,,,,,,,,,
440,2020-10-21 00:00:07+00:00,,en,,,50539,39656,#MAGA #KAG Just a friendly meat popsicle. IFB...if I don't yell at me. GOD BLESS the USA!,,1155967750092836864,2019-07-29 22:26:03+00:00,False,False,,2,802,False,,980,True,GINORevan,,GINORevan,False,F5F8FA,http://pbs.twimg.com/profile_images/1223451982352044032/TDEqpp53_normal.jpg,,1318703577276309504,0,False,Twitter for Android,False,578,"['Chris', 'Pratt', 'voted', 'worst', 'Chris', 'Hollywood', 'secret', 'Trump', 'supporter', 'amp', 'traditional', 'Christian']",Chris,Pratt,voted,worst,Chris,Hollywood,secret,Trump,supporter,amp,traditional,Christian,,,,,,,,,,,,
441,2020-10-21 00:00:07+00:00,,en,,,24423,3983,,United States,1164969581481476096,2019-08-23 18:36:16+00:00,False,False,,1,891,False,,996,True,Saitama Groupie,,SaitamaGroupie,True,F5F8FA,http://pbs.twimg.com/profile_images/1459721793564987398/z2iMO0Af_normal.jpg,,1318703577230082050,0,False,Twitter for Android,False,3640,"['10', 'held', 'H', 'Big', 'Guy', 'This', 'smoking', 'gun', 'email', 'directly', 'implicating', 'Joe', 'Biden', 'Equally', 'damming', 'Hunter']",10,held,H,Big,Guy,This,smoking,gun,email,directly,implicating,Joe,Biden,Equally,damming,Hunter,,,,,,,,
442,2020-10-21 00:00:07+00:00,,en,,,50435,24418,Cyber Security. 🦠 🧫 🇺🇸 🖥Political Analyst. Save AMERICAN DEMOCRACY!,Cincinnati ,1668319226,2013-08-13 17:11:48+00:00,False,False,https://t.co/6uSqDZbMOh,2,269,False,,2529,True,McG,,MikeyThomas80,False,C0DEED,http://pbs.twimg.com/profile_images/670416436293169152/dlD5tS0b_normal.jpg,,1318703576441565187,0,False,Twitter for iPhone,False,280,"['There', 'many', 'attributes', 'Trump', 'I', 'find', 'abhorrent', 'I', 'get', 'bad', 'person', 'might', 'enjoy', 'them', 'Ill', 'NEVER', 'understa']",There,many,attributes,Trump,I,find,abhorrent,I,get,bad,person,might,enjoy,them,Ill,NEVER,understa,,,,,,,
443,2020-10-21 00:00:08+00:00,,en,,,7013,26523,,,829489929352802304,2017-02-09 00:39:45+00:00,False,False,,1,407,False,,868,True,Windybess,,windybess,False,F5F8FA,http://pbs.twimg.com/profile_images/1287079429404069895/dvZJdYUw_normal.jpg,,1318703578605883393,0,False,Twitter for iPad,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
444,2020-10-21 00:00:08+00:00,,en,,,23809,8098,Jewish by culture. Atheist by choice. Ph. D. psychologist. Lifelong Liberal. #Resist #IFB if you are against the Mango Mussolini.,"Chicago, IL",891718820158726144,2017-07-30 17:55:08+00:00,False,False,,2,3584,False,,3739,True,Dr. Freda Flintstone,,bedrockusofa,False,F5F8FA,http://pbs.twimg.com/profile_images/1198721741096402947/o02tx0Lm_normal.jpg,,1318703580891799554,0,False,Twitter for iPhone,False,56576,"['Two', 'weeks', 'today', 'were', 'going', 'beat', 'President', 'Trump']",Two,weeks,today,were,going,beat,President,Trump,,,,,,,,,,,,,,,,
445,2020-10-21 00:00:08+00:00,,en,,,587,75,,"White Plains, NY",39135817,2009-05-10 23:35:39+00:00,False,False,,0,11,False,,208,True,Nydia Ocasio,,Nydiao,False,C0DEED,http://pbs.twimg.com/profile_images/1657641878/Various_Pics_152_normal.JPG,,1318703580845690880,0,False,Twitter Web App,False,29053,"['The', 'Simpsons', 'wrecked', 'Trump']",The,Simpsons,wrecked,Trump,,,,,,,,,,,,,,,,,,,,
446,2020-10-21 00:00:08+00:00,,en,,,23609,21460,"https://t.co/RNSOvyMAy7
https://t.co/mIAJzhzfgP
https://t.co/SnetGtpVTO","Connecticut, USA",795360267697852417,2016-11-06 20:20:39+00:00,False,False,https://t.co/9iwPHY6B2K,5,1011,False,,3473,True,Dave Rowe 🇺🇸,,DaveRowe77,True,F5F8FA,http://pbs.twimg.com/profile_images/1380643357953818624/SSMjKq_m_normal.jpg,,1318703580749189120,0,False,Twitter for Android,False,3814,"['BREAKING', 'Just', 'Weiner', 'laptop', 'FBI', 'confirms', 'Biden', 'laptop', 'look', 'right', 'away', 'Pr']",BREAKING,Just,Weiner,laptop,FBI,confirms,Biden,laptop,look,right,away,Pr,,,,,,,,,,,,
447,2020-10-21 00:00:08+00:00,,en,,,330,126,Washington University in St. Louis students dedicated to getting Joe Biden elected as the 46th president of the United States,,1265369712474685441,2020-05-26 19:50:33+00:00,False,False,,0,33,False,,129,True,WashU for Biden,,WashUforBiden,False,F5F8FA,http://pbs.twimg.com/profile_images/1265372874296172545/tAGcWk_q_normal.jpg,,1318703580916965376,0,False,Twitter for iPhone,False,56576,"['Two', 'weeks', 'today', 'were', 'going', 'beat', 'President', 'Trump']",Two,weeks,today,were,going,beat,President,Trump,,,,,,,,,,,,,,,,
448,2020-10-21 00:00:08+00:00,,en,,,135973,21871,"Pronouns: Trump/Won
God & Country 🙏❤️🇺🇸
#FreedomFlu
#LetsGoBrandon
#1A
#2A
Try & Take 'Em
Insured By Smith & Wesson",USA🇺🇸USA🇺🇸USA,899764768398954496,2017-08-21 22:46:52+00:00,False,False,https://t.co/9Llch3MU4F,2,233,False,,936,False,MysticalMAGAA🇺🇸IWillNotComply,,MysticalMAGA,False,000000,http://pbs.twimg.com/profile_images/1457579127028912130/M0vOobxU_normal.jpg,,1318703580828692480,0,False,Twitter for Android,False,3232,"['didnt', 'vote', '2016', 'im', 'voting', 'trump', 'agree', 'James']",didnt,vote,2016,im,voting,trump,agree,James,,,,,,,,,,,,,,,,
449,2020-10-21 00:00:08+00:00,,en,,,56194,277892,Hobby: Genealogy,"Southern New Jersey, USA",16322041,2008-09-17 02:09:31+00:00,False,False,,71,680,False,,132,True,John,,jhy001,True,C0DEED,http://pbs.twimg.com/profile_images/830526939039412225/1qCrmkVG_normal.jpg,,1318703580900171777,0,False,Twitter for Android,False,79,"['It', 'ring', 'true', 'true', 'Tiffany', 'Trump', 'falsely', 'claiming', 'father', 'advocating', 'f']",It,ring,true,true,Tiffany,Trump,falsely,claiming,father,advocating,f,,,,,,,,,,,,,
450,2020-10-21 00:00:08+00:00,,en,,,306,49,,,1148866817080877058,2019-07-10 08:09:28+00:00,False,False,,0,13,False,,134,True,sgt.Azar,,Oluyemi54533689,False,F5F8FA,http://pbs.twimg.com/profile_images/1316515888439480320/WudYvOIg_normal.jpg,,1318703580694695940,0,False,Twitter for Android,False,0,"['EndSARS', 'post']",EndSARS,post,,,,,,,,,,,,,,,,,,,,,,
451,2020-10-21 00:00:08+00:00,,en,,,54850,64756,God. Family. Friends. Vets. Military. Blue. Seniors. Innocents. Good times. With GUNS TO PROTECT THEM ALL - as made necessary. #MilitaryFamily #Autism #Israel ✌,"TRUMP, USA",1942253473,2013-10-06 22:33:59+00:00,False,False,,18,4053,False,,4414,True,MAGA Patriot 🇺🇸,,Nanner555,True,C0DEED,http://pbs.twimg.com/profile_images/725114499858976768/J93skpwv_normal.jpg,,1318703580908560386,0,False,Twitter for Android,False,358,"['BREAKING', 'FBI', 'possession', 'Hunter', 'Bidens', 'laptop', 'They', 'confirm', 'emails', 'part', 'Russian', 'disinf']",BREAKING,FBI,possession,Hunter,Bidens,laptop,They,confirm,emails,part,Russian,disinf,,,,,,,,,,,,
452,2020-10-21 00:00:08+00:00,,en,,,438210,120539,"Paralegal, NH Native, @BrewsterAcademy & @SyracuseU Alum, @tonygoldwyn fan OBX, & Lighthouse lover. Former resident of NH, VA, NY, MD and Strasbourg, France","Broomfield, CO",26509918,2009-03-25 14:39:31+00:00,False,False,https://t.co/NIOJ2H3A1J,34,1031,False,,1993,False,Bridget Buckler Demers,,bridgetanne78,True,ABB8C2,http://pbs.twimg.com/profile_images/1452377414084874240/Jta2O2Mt_normal.jpg,,1318703580971454464,0,False,Twitter for iPhone,False,1243,"['Trump', 'paying', 'taxes', 'China', 'America', 'Let', 'sink', 'in']",Trump,paying,taxes,China,America,Let,sink,in,,,,,,,,,,,,,,,,
